Level_Code,University,City,Course,Faculty,Int_Fees,Local_Fees,Currency,Currency_Time,Duration,Duration_Time,Full_Time,Part_Time,Prerequisite_1,Prerequisite_2,Prerequisite_3,Prerequisite_1_grade,Prerequisite_2_grade,Prerequisite_3_grade,Website,Course_Lang,Availability,Description,Career_Outcomes,Country,Online,Offline,Distance,Face_to_Face,Blended,Course_delivery_mode,Free_TAFE,Remarks
VOC,North Metropolitan TAFE,Clarkson,CPC32011 Certificate III in Carpentry and Joinery,Business & Commerce & Finance & Accounting,,1200.00,AUD,year,3,Years,yes,yes,OLNA or NAPLAN 9 Band 8,year 10,,9,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iii-carpentry-and-joinery,English,D,"You will gain the knowledge and skills to carry out a range of building and construction tasks; use basic carpentry tools, power tools, carpentry materials; construct a pitched roof, ceiling frame, wooden flooring; interpret plans; and apply work health and safety requirements.",Carpenter and Joiner (domestic or commercial) | Carpenter | Joiner,Australia,no,no,no,no,no,Apprenticeship,no,
VOC,North Metropolitan TAFE,Midland,CPC32011 Certificate III in Carpentry and Joinery,Business & Commerce & Finance & Accounting,,1200.00,AUD,year,3,Years,yes,yes,OLNA or NAPLAN 9 Band 8,year 10,,9,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iii-carpentry-and-joinery,English,D,"You will gain the knowledge and skills to carry out a range of building and construction tasks; use basic carpentry tools, power tools, carpentry materials; construct a pitched roof, ceiling frame, wooden flooring; interpret plans; and apply work health and safety requirements.",Carpenter and Joiner (domestic or commercial) | Carpenter | Joiner,Australia,no,no,no,no,no,Apprenticeship,no,
VOC,North Metropolitan TAFE,Balga,CPC32011 Certificate III in Carpentry and Joinery,Business & Commerce & Finance & Accounting,,1200.00,AUD,year,3,Years,yes,yes,OLNA or NAPLAN 9 Band 8,year 10,,9,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iii-carpentry-and-joinery,English,D,"You will gain the knowledge and skills to carry out a range of building and construction tasks; use basic carpentry tools, power tools, carpentry materials; construct a pitched roof, ceiling frame, wooden flooring; interpret plans; and apply work health and safety requirements.",Carpenter and Joiner (domestic or commercial) | Carpenter | Joiner,Australia,no,no,no,no,no,Apprenticeship,no,
VOC,North Metropolitan TAFE,Clarkson,CPC32011 Certificate III in Carpentry and Joinery,Business & Commerce & Finance & Accounting,,1200.00,AUD,year,3,Years,yes,yes,OLNA or NAPLAN 9 Band 8,year 10,,9,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iii-carpentry-and-joinery,English,D,"You will gain the knowledge and skills to carry out a range of building and construction tasks; use basic carpentry tools, power tools, carpentry materials; construct a pitched roof, ceiling frame, wooden flooring; interpret plans; and apply work health and safety requirements.",Carpenter and Joiner (domestic or commercial) | Carpenter | Joiner,Australia,no,no,no,no,no,Apprenticeship,no,
VOC,North Metropolitan TAFE,Midland,CPC32011 Certificate III in Carpentry and Joinery,Business & Commerce & Finance & Accounting,,1200.00,AUD,year,3,Years,yes,yes,OLNA or NAPLAN 9 Band 8,year 10,,9,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iii-carpentry-and-joinery,English,D,"You will gain the knowledge and skills to carry out a range of building and construction tasks; use basic carpentry tools, power tools, carpentry materials; construct a pitched roof, ceiling frame, wooden flooring; interpret plans; and apply work health and safety requirements.",Carpenter and Joiner (domestic or commercial) | Carpenter | Joiner,Australia,no,no,no,no,no,Apprenticeship,no,
DIP,North Metropolitan TAFE,Perth,52725WA Diploma of Civil and Structural Engineering,Engineering,,,AUD,year,1,Year,yes,yes,Completion of WACE General or ATAR (Minimum C Grades) or equivalent,Completion of WACE General or ATAR or equivalent (minimum C Grades),,C Grades,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/diploma-civil-and-structural-engineering,English,D,"You'll gain the skills you need to begin or advance your career in civil engineering with this Diploma course. This course is aimed at school leavers, graduates of the Certificate III in Engineering - Technical, those wishing to gain employment in the field of Civil and Structural Engineering, and as trainee drafters. You will be taught engineering drafting standards AS1100 and gain exposure to CAD packages selected from AutoCAD, Revit and 12D. Students will be introduced to sustainability principles and produce civil construction drawings as part of their assessment. I have the following attributes:",Civil Engineering Draftsperson | Civil Engineering Technician,Australia,no,yes,no,yes,no,Normal,no,
DIP,North Metropolitan TAFE,Perth,52725WA Diploma of Civil and Structural Engineering,Engineering,,,AUD,year,1,Year,yes,yes,Completion of WACE General or ATAR (Minimum C Grades) or equivalent,Completion of WACE General or ATAR or equivalent (minimum C Grades),,C Grades,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/diploma-civil-and-structural-engineering,English,D,"You'll gain the skills you need to begin or advance your career in civil engineering with this Diploma course. This course is aimed at school leavers, graduates of the Certificate III in Engineering - Technical, those wishing to gain employment in the field of Civil and Structural Engineering, and as trainee drafters. You will be taught engineering drafting standards AS1100 and gain exposure to CAD packages selected from AutoCAD, Revit and 12D. Students will be introduced to sustainability principles and produce civil construction drawings as part of their assessment. I have the following attributes:",Civil Engineering Draftsperson | Civil Engineering Technician,Australia,no,yes,no,yes,no,Normal,no,
ADIP,North Metropolitan TAFE,Perth,52724WA Advanced Diploma of Civil and Structural Engineering,Engineering,,,AUD,year,1,Year,yes,yes,Completion of WACE General or ATAR (Minimum C Grades) or equivalent,Completion of WACE General or ATAR or equivalent (minimum C Grades),,C Grades,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/advanced-diploma-civil-and-structural-engineering,English,D,"Gain advanced skills in the design and drafting of engineering plans to Australian and New Zealand standards and you could be working on local, interstate or international engineering projects. This comprehensive qualification in civil and structural engineering could see you working on projects ranging from skyscrapers to intricate road designs. This course will extend your study of the design and construction of civil works like dams, structures and pipe networks that is covered in the Diploma course. While the emphasis is on producing working drawings for civil works which are used to communicate the engineers designs to the workers involved in constructing the works, you can participate more in the design decisions that are made. You will learn a range of engineering drafting standards and receive exposure to CAD programs selected from autocad, Revit and 12D. You will extend your ability to address technical issues beyond what is achieved in the Diploma course. I have the following attributes:",Civil Engineering Draftsperson | Civil Engineering Technician,Australia,no,yes,no,yes,no,Normal,no,
ADIP,North Metropolitan TAFE,Perth,52724WA Advanced Diploma of Civil and Structural Engineering,Engineering,,,AUD,year,1,Year,yes,yes,Completion of WACE General or ATAR (Minimum C Grades) or equivalent,Completion of WACE General or ATAR or equivalent (minimum C Grades),,C Grades,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/advanced-diploma-civil-and-structural-engineering,English,D,"Gain advanced skills in the design and drafting of engineering plans to Australian and New Zealand standards and you could be working on local, interstate or international engineering projects. This comprehensive qualification in civil and structural engineering could see you working on projects ranging from skyscrapers to intricate road designs. This course will extend your study of the design and construction of civil works like dams, structures and pipe networks that is covered in the Diploma course. While the emphasis is on producing working drawings for civil works which are used to communicate the engineers designs to the workers involved in constructing the works, you can participate more in the design decisions that are made. You will learn a range of engineering drafting standards and receive exposure to CAD programs selected from autocad, Revit and 12D. You will extend your ability to address technical issues beyond what is achieved in the Diploma course. I have the following attributes:",Civil Engineering Draftsperson | Civil Engineering Technician,Australia,no,yes,no,yes,no,Normal,no,
VOC,North Metropolitan TAFE,Joondalup,SIT30816 Certificate III in Commercial Cookery,Culinary,,1200.00,AUD,year,3,Years,yes,yes,OLNA or NAPLAN 9 Band 8,year 10,,9,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iii-commercial-cookery,English,D," This qualification is part of the Lower fees, local skills program where you'll pay only half of the standard course fees. North Metro TAFE's Certificate III in Commercial Cookery provides you with the practical skills and knowledge to plan, organise, prepare and cook food in a commercial kitchen environment. You'll learn about effective communication, occupational health and safety procedures and workplace hygiene. When you graduate as a qualified cook with a wide range of cookery skills you'll be able to work in various establishments including restaurants, hotels, clubs, pubs, cafes, cafeterias and coffee shops. I have the following attributes:",Cook,Australia,no,yes,no,yes,no,Apprenticeship / Normal,no,
VOC,North Metropolitan TAFE,Joondalup,SIT30816 Certificate III in Commercial Cookery,Culinary,,1200.00,AUD,year,3,Years,yes,yes,OLNA or NAPLAN 9 Band 8,year 10,,9,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iii-commercial-cookery,English,D," This qualification is part of the Lower fees, local skills program where you'll pay only half of the standard course fees. North Metro TAFE's Certificate III in Commercial Cookery provides you with the practical skills and knowledge to plan, organise, prepare and cook food in a commercial kitchen environment. You'll learn about effective communication, occupational health and safety procedures and workplace hygiene. When you graduate as a qualified cook with a wide range of cookery skills you'll be able to work in various establishments including restaurants, hotels, clubs, pubs, cafes, cafeterias and coffee shops. I have the following attributes:",Cook,Australia,no,yes,no,yes,no,Apprenticeship / Normal,no,
VOC,North Metropolitan TAFE,Joondalup,SIT30816 Certificate III in Commercial Cookery,Culinary,,1200.00,AUD,year,3,Years,yes,yes,OLNA or NAPLAN 9 Band 8,year 10,,9,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iii-commercial-cookery,English,D," This qualification is part of the Lower fees, local skills program where you'll pay only half of the standard course fees. North Metro TAFE's Certificate III in Commercial Cookery provides you with the practical skills and knowledge to plan, organise, prepare and cook food in a commercial kitchen environment. You'll learn about effective communication, occupational health and safety procedures and workplace hygiene. When you graduate as a qualified cook with a wide range of cookery skills you'll be able to work in various establishments including restaurants, hotels, clubs, pubs, cafes, cafeterias and coffee shops. I have the following attributes:",Cook,Australia,no,yes,no,yes,no,Apprenticeship / Normal,no,
VOC,North Metropolitan TAFE,Joondalup,SIT30816 Certificate III in Commercial Cookery,Culinary,,1200.00,AUD,year,3,Years,yes,yes,OLNA or NAPLAN 9 Band 8,year 10,,9,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iii-commercial-cookery,English,D," This qualification is part of the Lower fees, local skills program where you'll pay only half of the standard course fees. North Metro TAFE's Certificate III in Commercial Cookery provides you with the practical skills and knowledge to plan, organise, prepare and cook food in a commercial kitchen environment. You'll learn about effective communication, occupational health and safety procedures and workplace hygiene. When you graduate as a qualified cook with a wide range of cookery skills you'll be able to work in various establishments including restaurants, hotels, clubs, pubs, cafes, cafeterias and coffee shops. I have the following attributes:",Cook,Australia,no,yes,no,yes,no,Apprenticeship / Normal,no,
VOC,North Metropolitan TAFE,Joondalup,SIT40516 Certificate IV in Commercial Cookery,Culinary,,,AUD,year,1,Year,yes,yes,year 11,year 11,,C Grades,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iv-commercial-cookery,English,D,"When you complete the Certificate IV in Commercial Cookery you will be able to work as a supervisor/team leader cook or chef in a range of kitchens. You will gain the knowledge and skills to lead a team in a commercial kitchen and be able to plan, prepare and cook food. I have the following attributes:",Chef | Chef de Partie,Australia,no,yes,no,yes,no,Normal,no,
VOC,North Metropolitan TAFE,Joondalup,SIT40516 Certificate IV in Commercial Cookery,Culinary,,,AUD,year,1,Year,yes,yes,year 11,year 11,,C Grades,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iv-commercial-cookery,English,D,"When you complete the Certificate IV in Commercial Cookery you will be able to work as a supervisor/team leader cook or chef in a range of kitchens. You will gain the knowledge and skills to lead a team in a commercial kitchen and be able to plan, prepare and cook food. I have the following attributes:",Chef | Chef de Partie,Australia,no,yes,no,yes,no,Normal,no,
DIP,North Metropolitan TAFE,Leederville,CHC52115 Diploma of Community Development,Humanities and Social Science,,"4,524",AUD,year,1,Year,yes,yes,Completion of WACE General or ATAR (Minimum C Grades) or equivalent,Completion of WACE General or ATAR or equivalent (minimum C Grades),,C Grades,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/diploma-community-development,English,D,"Community development is all about the growth and empowerment of individuals, groups or communities. The Diploma of Community Development will give you the skills to develop and deliver programs that build the capacity of communities to influence and guide their own future through public social change processes. At this level, workers have specialised skills with complexity in the range and choices of actions required and will generally have responsibility for the supervision of other workers and volunteers. This work may be undertaken across a range of social, environment, health, recreation, arts and culture sectors. I have the following attributes: Employer-based Workplace training offers a flexible, self-paced study program which combines workplace recognition of prior learning and individualised ‘gap’ training to attain your qualification. Workplace training means every time you go to work you are learning and demonstrating competence while working towards your qualification. The flexibility of workplace training allows you to structure and perform learning and assessment in a way that fits into your professional and personal life. Learning and assessment plans are created on an individual level in consultation with you and/or your employer. Workplace training assessment is conducted using numerous methods including practical demonstration and observation, question and answer interviews, written tasks, supervisor reports and workshops. ",To explore job profiles,Australia,no,yes,no,yes,no,Normal,no,
ADIP,North Metropolitan TAFE,Leederville,CHC62015 Advanced Diploma of Community Sector Management,Humanities and Social Science,,"5,586",AUD,year,2,Years,yes,yes,Completion of WACE General or ATAR (Minimum C Grades) or equivalent,Completion of WACE General or ATAR or equivalent (minimum C Grades),,C Grades,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/advanced-diploma-community-sector-management,English,D,"Learn to coordinate and manage small community service groups or branches/departments of large community organisations. By completing this course you'll build upon your existing skills and develop your expertise as a senior administrative worker within the community services industry.  You may also use your existing workplace experience to gain credit for some aspects of this course. This course is only delivered through an employer-based study mode, participants will need to be employed in a role that includes a moderate level of management in order to complete this qualification. I have the following attributes: Employer-based training offers a flexible, self-paced study program which combines workplace recognition of prior learning and individualised ‘gap’ training to attain your qualification. This means every time you go to work you are learning and demonstrating competence whilst working towards your qualification. The flexibility of Employer-based training allows you to structure and perform learning and assessment in a way that fits into your professional and personal life. Learning and assessment plans are created on an individual level in consultation with you and/or your employer. Assessment is conducted using numerous methods including practical demonstration and observation, question and answer interviews, written tasks, supervisor reports and workshops.",To explore job profiles,Australia,no,yes,no,yes,no,Normal,no,
VOC,North Metropolitan TAFE,Leederville,CHC22015 Certificate II in Community Services,Humanities and Social Science,,380.70,AUD,year,2,Years,yes,yes,OLNA or NAPLAN 9 Band 8,year 10,,9,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-ii-community-services,English,D," This qualification is part of the Lower fees, local skills program where you'll pay only half of the standard course fees. This course will introduce you to the community services industry. You'll gain the essential theoretical knowledge and practical skills by completing this qualification. Start on your path to a career in Community Services, Aged Care, Children's Services or Disability Services. I have the following attributes: Employer-based training offers a flexible, self-paced study program which combines workplace recognition of prior learning and individualised ‘gap’ training to attain your qualification. This means every time you go to work you are learning and demonstrating competence whilst working towards your qualification. The flexibility of Employer-based training allows you to structure and perform learning and assessment in a way that fits into your professional and personal life. Learning and assessment plans are created on an individual level in consultation with you and/or your employer. Assessment is conducted using numerous methods including practical demonstration and observation, question and answer interviews, written tasks, supervisor reports and workshops.",Personal Care Assistant,Australia,no,no,no,no,no,Traineeship,no,
VOC,North Metropolitan TAFE,Leederville,CHC22015 Certificate II in Community Services,Humanities and Social Science,,380.70,AUD,year,2,Years,yes,yes,OLNA or NAPLAN 9 Band 8,year 10,,9,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-ii-community-services,English,D," This qualification is part of the Lower fees, local skills program where you'll pay only half of the standard course fees. This course will introduce you to the community services industry. You'll gain the essential theoretical knowledge and practical skills by completing this qualification. Start on your path to a career in Community Services, Aged Care, Children's Services or Disability Services. I have the following attributes: Employer-based training offers a flexible, self-paced study program which combines workplace recognition of prior learning and individualised ‘gap’ training to attain your qualification. This means every time you go to work you are learning and demonstrating competence whilst working towards your qualification. The flexibility of Employer-based training allows you to structure and perform learning and assessment in a way that fits into your professional and personal life. Learning and assessment plans are created on an individual level in consultation with you and/or your employer. Assessment is conducted using numerous methods including practical demonstration and observation, question and answer interviews, written tasks, supervisor reports and workshops.",Personal Care Assistant,Australia,no,no,no,no,no,Traineeship,no,
VOC,North Metropolitan TAFE,Leederville,CHC22015 Certificate II in Community Services,Humanities and Social Science,,380.70,AUD,year,2,Years,yes,yes,OLNA or NAPLAN 9 Band 8,year 10,,9,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-ii-community-services,English,D," This qualification is part of the Lower fees, local skills program where you'll pay only half of the standard course fees. This course will introduce you to the community services industry. You'll gain the essential theoretical knowledge and practical skills by completing this qualification. Start on your path to a career in Community Services, Aged Care, Children's Services or Disability Services. I have the following attributes: Employer-based training offers a flexible, self-paced study program which combines workplace recognition of prior learning and individualised ‘gap’ training to attain your qualification. This means every time you go to work you are learning and demonstrating competence whilst working towards your qualification. The flexibility of Employer-based training allows you to structure and perform learning and assessment in a way that fits into your professional and personal life. Learning and assessment plans are created on an individual level in consultation with you and/or your employer. Assessment is conducted using numerous methods including practical demonstration and observation, question and answer interviews, written tasks, supervisor reports and workshops.",Personal Care Assistant,Australia,no,no,no,no,no,Traineeship,no,
VOC,North Metropolitan TAFE,Leederville,CHC32015 Certificate III in Community Services,Humanities and Social Science,,672.30,AUD,year,2,Years,yes,yes,OLNA or NAPLAN 9 Band 8,year 10,,9,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iii-community-services,English,D," This qualification is part of the Lower fees, local skills program where you'll pay only half of the standard course fees. This entry level course is ideal for support workers, case workers and client contact officers; generally, positions with direct contact with clients, providing  day-to-day support. All of our Community Service qualifications have flexible training delivery modes and the option to study on the job. This means you get the most relevant skills and the opportunity to form industry contacts. You'll also be mentored by attentive and caring lecturers who have extensive experience in the industry. I have the following attributes: With online study you will be completing your course via an online platform which contains all your study material and assessments. You will be provided a login and password to access this material once you have been enrolled at North Metropolitan TAFE.  Online is a little different to on-campus study as you do not have face to face contact with your lecturers and you do not engage directly with fellow students during every-day class activities. If on-campus study is not your preference, then online study is a great option. Rest assured you will be supported by your online lecturers.
			You will also have access to lecturers via your online dashboard. The lecturers will help to clarify your concerns, assist with the course content, mark your assessments and provide you with feedback if required Qualifications are broken down into stages with an intensive practical skills workshop run at the end of each stage. You will only need to enrol and pay for one stage at a time. A Work Placement is compulsory for students undertaking a Certificate IV or Diploma as some units in these qualifications require you to demonstrate your skills in a work place setting. These units will be highlighted on your study plan. Employer-based training offers a flexible, self-paced study program which combines workplace recognition of prior learning and individualised ‘gap’ training to attain your qualification. This means every time you go to work you are learning and demonstrating competence whilst working towards your qualification. The flexibility of Employer-based training allows you to structure and perform learning and assessment in a way that fits into your professional and personal life. Learning and assessment plans are created on an individual level in consultation with you and/or your employer. Assessment is conducted using numerous methods including practical demonstration and observation, question and answer interviews, written tasks, supervisor reports and workshops.",Community Support Worker | Welfare Worker,Australia,yes,no,no,no,no,Traineeship / Normal / Online,no,
VOC,North Metropolitan TAFE,Leederville,CHC32015 Certificate III in Community Services,Humanities and Social Science,,672.30,AUD,year,2,Years,yes,yes,OLNA or NAPLAN 9 Band 8,year 10,,9,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iii-community-services,English,D," This qualification is part of the Lower fees, local skills program where you'll pay only half of the standard course fees. This entry level course is ideal for support workers, case workers and client contact officers; generally, positions with direct contact with clients, providing  day-to-day support. All of our Community Service qualifications have flexible training delivery modes and the option to study on the job. This means you get the most relevant skills and the opportunity to form industry contacts. You'll also be mentored by attentive and caring lecturers who have extensive experience in the industry. I have the following attributes: With online study you will be completing your course via an online platform which contains all your study material and assessments. You will be provided a login and password to access this material once you have been enrolled at North Metropolitan TAFE.  Online is a little different to on-campus study as you do not have face to face contact with your lecturers and you do not engage directly with fellow students during every-day class activities. If on-campus study is not your preference, then online study is a great option. Rest assured you will be supported by your online lecturers.
			You will also have access to lecturers via your online dashboard. The lecturers will help to clarify your concerns, assist with the course content, mark your assessments and provide you with feedback if required Qualifications are broken down into stages with an intensive practical skills workshop run at the end of each stage. You will only need to enrol and pay for one stage at a time. A Work Placement is compulsory for students undertaking a Certificate IV or Diploma as some units in these qualifications require you to demonstrate your skills in a work place setting. These units will be highlighted on your study plan. Employer-based training offers a flexible, self-paced study program which combines workplace recognition of prior learning and individualised ‘gap’ training to attain your qualification. This means every time you go to work you are learning and demonstrating competence whilst working towards your qualification. The flexibility of Employer-based training allows you to structure and perform learning and assessment in a way that fits into your professional and personal life. Learning and assessment plans are created on an individual level in consultation with you and/or your employer. Assessment is conducted using numerous methods including practical demonstration and observation, question and answer interviews, written tasks, supervisor reports and workshops.",Community Support Worker | Welfare Worker,Australia,yes,no,no,no,no,Traineeship / Normal / Online,no,
VOC,North Metropolitan TAFE,Leederville,CHC32015 Certificate III in Community Services,Humanities and Social Science,,672.30,AUD,year,2,Years,yes,yes,OLNA or NAPLAN 9 Band 8,year 10,,9,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iii-community-services,English,D," This qualification is part of the Lower fees, local skills program where you'll pay only half of the standard course fees. This entry level course is ideal for support workers, case workers and client contact officers; generally, positions with direct contact with clients, providing  day-to-day support. All of our Community Service qualifications have flexible training delivery modes and the option to study on the job. This means you get the most relevant skills and the opportunity to form industry contacts. You'll also be mentored by attentive and caring lecturers who have extensive experience in the industry. I have the following attributes: With online study you will be completing your course via an online platform which contains all your study material and assessments. You will be provided a login and password to access this material once you have been enrolled at North Metropolitan TAFE.  Online is a little different to on-campus study as you do not have face to face contact with your lecturers and you do not engage directly with fellow students during every-day class activities. If on-campus study is not your preference, then online study is a great option. Rest assured you will be supported by your online lecturers.
			You will also have access to lecturers via your online dashboard. The lecturers will help to clarify your concerns, assist with the course content, mark your assessments and provide you with feedback if required Qualifications are broken down into stages with an intensive practical skills workshop run at the end of each stage. You will only need to enrol and pay for one stage at a time. A Work Placement is compulsory for students undertaking a Certificate IV or Diploma as some units in these qualifications require you to demonstrate your skills in a work place setting. These units will be highlighted on your study plan. Employer-based training offers a flexible, self-paced study program which combines workplace recognition of prior learning and individualised ‘gap’ training to attain your qualification. This means every time you go to work you are learning and demonstrating competence whilst working towards your qualification. The flexibility of Employer-based training allows you to structure and perform learning and assessment in a way that fits into your professional and personal life. Learning and assessment plans are created on an individual level in consultation with you and/or your employer. Assessment is conducted using numerous methods including practical demonstration and observation, question and answer interviews, written tasks, supervisor reports and workshops.",Community Support Worker | Welfare Worker,Australia,yes,no,no,no,no,Traineeship / Normal / Online,no,
VOC,North Metropolitan TAFE,Joondalup,CHC32015 Certificate III in Community Services,Humanities and Social Science,,672.30,AUD,year,2,Years,yes,yes,OLNA or NAPLAN 9 Band 8,year 10,,9,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iii-community-services,English,D," This qualification is part of the Lower fees, local skills program where you'll pay only half of the standard course fees. This entry level course is ideal for support workers, case workers and client contact officers; generally, positions with direct contact with clients, providing  day-to-day support. All of our Community Service qualifications have flexible training delivery modes and the option to study on the job. This means you get the most relevant skills and the opportunity to form industry contacts. You'll also be mentored by attentive and caring lecturers who have extensive experience in the industry. I have the following attributes: With online study you will be completing your course via an online platform which contains all your study material and assessments. You will be provided a login and password to access this material once you have been enrolled at North Metropolitan TAFE.  Online is a little different to on-campus study as you do not have face to face contact with your lecturers and you do not engage directly with fellow students during every-day class activities. If on-campus study is not your preference, then online study is a great option. Rest assured you will be supported by your online lecturers.
			You will also have access to lecturers via your online dashboard. The lecturers will help to clarify your concerns, assist with the course content, mark your assessments and provide you with feedback if required Qualifications are broken down into stages with an intensive practical skills workshop run at the end of each stage. You will only need to enrol and pay for one stage at a time. A Work Placement is compulsory for students undertaking a Certificate IV or Diploma as some units in these qualifications require you to demonstrate your skills in a work place setting. These units will be highlighted on your study plan. Employer-based training offers a flexible, self-paced study program which combines workplace recognition of prior learning and individualised ‘gap’ training to attain your qualification. This means every time you go to work you are learning and demonstrating competence whilst working towards your qualification. The flexibility of Employer-based training allows you to structure and perform learning and assessment in a way that fits into your professional and personal life. Learning and assessment plans are created on an individual level in consultation with you and/or your employer. Assessment is conducted using numerous methods including practical demonstration and observation, question and answer interviews, written tasks, supervisor reports and workshops.",Community Support Worker | Welfare Worker,Australia,yes,no,no,no,no,Traineeship / Normal / Online,no,
VOC,North Metropolitan TAFE,Leederville,CHC32015 Certificate III in Community Services,Humanities and Social Science,,672.30,AUD,year,2,Years,yes,yes,OLNA or NAPLAN 9 Band 8,year 10,,9,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iii-community-services,English,D," This qualification is part of the Lower fees, local skills program where you'll pay only half of the standard course fees. This entry level course is ideal for support workers, case workers and client contact officers; generally, positions with direct contact with clients, providing  day-to-day support. All of our Community Service qualifications have flexible training delivery modes and the option to study on the job. This means you get the most relevant skills and the opportunity to form industry contacts. You'll also be mentored by attentive and caring lecturers who have extensive experience in the industry. I have the following attributes: With online study you will be completing your course via an online platform which contains all your study material and assessments. You will be provided a login and password to access this material once you have been enrolled at North Metropolitan TAFE.  Online is a little different to on-campus study as you do not have face to face contact with your lecturers and you do not engage directly with fellow students during every-day class activities. If on-campus study is not your preference, then online study is a great option. Rest assured you will be supported by your online lecturers.
			You will also have access to lecturers via your online dashboard. The lecturers will help to clarify your concerns, assist with the course content, mark your assessments and provide you with feedback if required Qualifications are broken down into stages with an intensive practical skills workshop run at the end of each stage. You will only need to enrol and pay for one stage at a time. A Work Placement is compulsory for students undertaking a Certificate IV or Diploma as some units in these qualifications require you to demonstrate your skills in a work place setting. These units will be highlighted on your study plan. Employer-based training offers a flexible, self-paced study program which combines workplace recognition of prior learning and individualised ‘gap’ training to attain your qualification. This means every time you go to work you are learning and demonstrating competence whilst working towards your qualification. The flexibility of Employer-based training allows you to structure and perform learning and assessment in a way that fits into your professional and personal life. Learning and assessment plans are created on an individual level in consultation with you and/or your employer. Assessment is conducted using numerous methods including practical demonstration and observation, question and answer interviews, written tasks, supervisor reports and workshops.",Community Support Worker | Welfare Worker,Australia,yes,no,no,no,no,Traineeship / Normal / Online,no,
VOC,North Metropolitan TAFE,Midland,CHC32015 Certificate III in Community Services,Humanities and Social Science,,672.30,AUD,year,2,Years,yes,yes,OLNA or NAPLAN 9 Band 8,year 10,,9,C Grades,,https://www.northmetrotafe.wa.edu.au/courses/certificate-iii-community-services,English,D," This qualification is part of the Lower fees, local skills program where you'll pay only half of the standard course fees. This entry level course is ideal for support workers, case workers and client contact officers; generally, positions with direct contact with clients, providing  day-to-day support. All of our Community Service qualifications have flexible training delivery modes and the option to study on the job. This means you get the most relevant skills and the opportunity to form industry contacts. You'll also be mentored by attentive and caring lecturers who have extensive experience in the industry. I have the following attributes: With online study you will be completing your course via an online platform which contains all your study material and assessments. You will be provided a login and password to access this material once you have been enrolled at North Metropolitan TAFE.  Online is a little different to on-campus study as you do not have face to face contact with your lecturers and you do not engage directly with fellow students during every-day class activities. If on-campus study is not your preference, then online study is a great option. Rest assured you will be supported by your online lecturers.
			You will also have access to lecturers via your online dashboard. The lecturers will help to clarify your concerns, assist with the course content, mark your assessments and provide you with feedback if required Qualifications are broken down into stages with an intensive practical skills workshop run at the end of each stage. You will only need to enrol and pay for one stage at a time. A Work Placement is compulsory for students undertaking a Certificate IV or Diploma as some units in these qualifications require you to demonstrate your skills in a work place setting. These units will be highlighted on your study plan. Employer-based training offers a flexible, self-paced study program which combines workplace recognition of prior learning and individualised ‘gap’ training to attain your qualification. This means every time you go to work you are learning and demonstrating competence whilst working towards your qualification. The flexibility of Employer-based training allows you to structure and perform learning and assessment in a way that fits into your professional and personal life. Learning and assessment plans are created on an individual level in consultation with you and/or your employer. Assessment is conducted using numerous methods including practical demonstration and observation, question and answer interviews, written tasks, supervisor reports and workshops.",Community Support Worker | Welfare Worker,Australia,yes,no,no,no,no,Traineeship / Normal / Online,no,
